PROVINCIA;MUNICIPIO;ESTACION;MAGNITUD;PUNTO_MUESTREO;ANO;MES;D01;V01;D02;V02;D03;V03;D04;V04;D05;V05;D06;V06;D07;V07;D08;V08;D09;V09;D10;V10;D11;V11;D12;V12;D13;V13;D14;V14;D15;V15;D16;V16;D17;V17;D18;V18;D19;V19;D20;V20;D21;V21;D22;V22;D23;V23;D24;V24;D25;V25;D26;V26;D27;V27;D28;V28;D29;V29;D30;V30;D31;V31
28;079;24;14;28079024_14_6;2022;02;73.71;V;36.23;V;31.98;V;28.63;V;59.47;V;66.45;V;41.07;V;58.03;V;30.12;V;22.48;V;20.07;V;29.98;V;47.55;V;70.44;V;56.4;V;54.84;V;21.3;V;26.24;V;55.75;V;43.9;V;43.41;V;51.72;V;36.82;V;25.03;V;42.4;V;46.24;V;57.25;V;31.77;V;0;N;0;N;0;N
28;079;24;14;28079024_14_6;2022;03;36.27;V;64.73;V;31.69;V;71.04;V;59.62;V;71.01;V;48.88;V;64.95;V;38.68;V;42.49;V;60.57;V;66.04;V;70.73;V;53.86;V;40.96;V;45.3;V;61.12;V;54.27;V;51.79;V;72.32;V;59.39;V;67.02;V;64.17;V;52.97;V;48.4;V;63.41;V;57.6;V;57.29;V;59.84;V;50.07;V;80.44;V
28;079;24;14;28079024_14_6;2022;04;75.81;V;87.11;V;82.29;V;83.91;V;78.29;V;79.87;V;69.38;V;64.59;V;61.35;V;49.12;V;67.34;V;71.54;V;52.3;V;72.84;V;66.06;V;56.95;N;0;N;93.52;N;61.28;V;81.74;V;84.13;V;67.97;V;78.55;V;79.17;V;66.93;V;60.97;V;58.45;V;36.34;V;81.32;V;49.28;V;0;N
28;079;24;14;28079024_14_6;2022;05;62.51;V;60.23;V;75.73;V;80.79;V;77.69;V;84;V;87.02;V;81.07;V;83.61;V;86.32;V;76.73;V;91.27;V;79.21;V;74.97;V;72.9;V;58.76;V;55.45;V;63.28;V;71.93;V;85.21;V;90.56;V;82.28;V;83.62;V;74.71;V;82.08;V;80.99;V;65.18;V;85.23;V;82.08;V;87.4;V;68.42;V
28;079;24;14;28079024_14_6;2022;06;63.89;V;66.6;V;71.4;V;69.15;V;78.88;V;74.16;V;64.86;V;58.69;V;58.9;V;66.86;N;82.03;N;108.62;N;79.98;V;60.1;V;64.86;V;76.13;V;73.77;V;76.06;V;75.81;V;70.73;V;79.67;V;73.29;V;73.99;V;72.92;V;69.41;V;82.6;V;81.84;V;84.62;V;83.87;N;69.57;N;0;N
28;079;24;14;28079024_14_6;2022;07;86.49;V;86.14;N;79.61;N;77.51;N;77.51;V;76.62;V;82.23;V;92.6;V;100.18;V;99.88;V;91.42;V;102.78;V;105.34;V;106.98;V;95.73;V;95.37;V;86.28;V;95.15;V;88.62;V;101.39;V;91.64;V;73.28;V;88.45;V;83.22;N;79.9;V;70.42;V;75.51;V;78.23;V;68.4;V;67.27;V;65.42;V
28;079;24;14;28079024_14_6;2022;08;89.93;V;85.17;V;82.26;V;81.04;V;92.12;V;91.21;V;83.68;V;80.91;V;79.49;V;88.55;V;83.98;V;69.28;V;47.14;V;64.46;V;89.56;V;87.87;V;67.39;V;86.58;V;95.48;V;92.2;V;84.32;V;70.88;V;71.99;V;74.69;V;88.3;V;90.2;V;87.65;V;91.22;V;81.97;V;77.94;V;99.5;V
28;079;24;14;28079024_14_6;2022;09;86.75;V;80.69;V;80.64;V;83.81;V;66.25;V;63.92;V;78.69;V;63.22;V;61.79;V;66.41;V;58.01;V;55.37;V;55.14;V;54.25;V;49.19;V;45.15;V;74.54;V;72.28;V;71.58;V;68.14;V;64.83;V;55.96;V;68.26;V;71.7;V;71.23;V;78.79;V;52.06;V;55.21;V;65.65;V;60.37;V;0;N
28;079;24;14;28079024_14_6;2022;10;51.44;V;60.13;V;53.51;V;47.64;V;54.42;V;53.21;V;53.01;V;50.68;V;70.83;V;37.87;V;42.73;V;53.03;V;45.35;V;37.82;V;47.12;V;54;V;43.81;V;37.77;V;37;V;48.76;V;51.02;V;50.74;V;53.3;V;33.98;V;32.84;V;17.26;V;23.18;V;24.49;V;51.32;V;39.45;V;23.7;V
28;079;24;14;28079024_14_6;2022;11;33.44;V;28.03;V;40.66;V;50.48;V;25.24;V;31.41;V;23.53;V;16.19;V;39.74;V;14.37;V;33.56;V;51.62;V;42.5;V;27.89;V;56;V;53.65;V;52.67;V;60.26;V;72.25;V;54.74;V;61.6;V;63.86;V;48.47;V;42.13;V;54.2;V;12.68;V;17.99;V;66.86;V;26.88;V;13.24;V;0;N
28;079;24;14;28079024_14_6;2022;12;34.14;V;33.84;V;12.46;V;9.55;V;14.01;V;18.73;V;7.34;V;28.86;V;34.38;V;44.63;V;51.06;V;40.34;V;45.04;V;42.38;V;59.68;V;26.08;V;21;V;31.62;V;9.23;V;1.95;V;42.69;V;48.64;V;36.3;V;29.58;V;26.8;V;16.11;V;5.99;V;19.07;V;50.1;V;54.82;V;17.05;V
28;079;24;20;28079024_20_59;2022;01;2.1;V;2.1;V;2.2;V;2.3;V;0.2;V;0.8;V;0.8;V;1.2;V;0.2;V;0.5;V;1.4;V;1.4;V;1.5;V;1.5;V;1.5;V;1.8;V;3.1;V;3;V;3.7;V;1.5;V;0.8;V;0.7;V;0.9;V;1.2;V;1;V;1.8;V;1.8;V;1.7;V;1.3;V;1.2;V;2.7;V
28;079;24;20;28079024_20_59;2022;02;0.4;V;2.1;V;3.4;V;3.5;V;0.8;V;0.4;V;1.8;V;0.9;V;2.5;N;3.3;N;2.7;N;1.4;V;0.9;V;0.1;V;0.4;V;0.3;V;1.8;N;3.5;V;0.5;V;0.7;V;1.4;V;0.9;V;1.9;V;3.4;V;0.9;V;0.9;V;0.5;V;1.4;V;0;N;0;N;0;N
28;079;24;20;28079024_20_59;2022;03;1.7;V;0.3;V;2.2;V;0.3;V;0.7;V;0.1;V;0.1;N;0;N;0;N;1;N;1;V;0.2;V;0.4;V;0.8;V;1.8;V;1.4;V;0.6;V;0.8;V;0.7;V;0.3;V;0.7;V;0.4;V;0.8;V;1.1;V;0.7;V;0.3;V;0.4;V;0.9;V;1;V;0.8;V;0.3;V
28;079;24;20;28079024_20_59;2022;04;1.2;V;0.1;V;0.2;V;0.4;V;0.8;V;0.8;V;0.4;V;0.2;V;0.2;V;0.5;V;0.6;V;0.5;V;0.6;V;0.2;V;0.6;V;0.6;N;0;N;0.6;N;0.9;V;0.1;V;0.4;V;0.7;V;0.1;V;0.2;V;0.8;V;1.5;V;0.8;V;1.8;V;1;V;1.9;V;0;N
28;079;24;20;28079024_20_59;2022;05;0.7;V;0.4;V;0.4;V;0.4;V;0.7;V;0.7;V;0.3;V;0.3;V;0.9;V;1.3;V;1.8;V;1.1;V;1.6;V;0.9;V;0.5;V;0.5;V;0.4;V;0.6;N;1.4;N;1.4;V;0.9;V;0.5;V;0.2;V;0.2;V;0.3;V;0.6;V;1;V;0.9;V;0.8;V;0.2;V;1.3;V
28;079;24;20;28079024_20_59;2022;06;0.5;V;0.4;V;0.7;V;0.6;V;0.2;V;0.7;V;0.8;V;0.2;V;0.8;V;1;V;1.1;V;0.5;V;1.2;V;2.3;V;2.2;V;1.6;V;0.8;V;1.4;V;0.1;V;0.5;V;0.5;V;0.2;V;0.2;V;0.2;V;0.2;V;0.3;V;0.3;V;0.9;V;1.2;V;0.2;V;0;N
28;079;24;20;28079024_20_59;2022;07;0.7;V;0.5;V;0.4;V;0.7;V;2.1;V;1;V;0.4;V;0.9;V;0.9;V;0.5;V;1.2;V;1.3;V;2.2;V;1.6;V;1.1;V;1.2;V;1.2;V;0.9;V;0.4;V;1.9;V;1.5;V;1.5;V;1.9;V;1.4;V;0.4;V;1.1;V;0.8;V;1.3;V;1.7;V;0.6;V;0.8;V
28;079;24;20;28079024_20_59;2022;08;0.8;V;1.2;V;1.2;V;1.4;V;1.2;V;0.8;V;0.5;V;1.1;V;2.8;V;0.7;V;1.2;V;2.2;V;1.8;V;0.8;V;0.3;V;0.3;V;0.6;V;0.3;V;0.9;V;0.6;V;0.4;V;1;V;1.7;V;2.6;V;2.7;V;0.9;V;1.2;V;0.8;V;1;V;2.3;V;0.6;V
28;079;24;20;28079024_20_59;2022;09;3.2;V;0.5;V;0.3;V;0.4;V;1.1;V;0.7;V;0.7;V;0.5;V;0.4;V;0.9;V;1.4;V;2;V;0.8;V;0.9;V;0.5;V;1.5;V;0.8;V;0.7;V;1.4;V;1.5;V;2.5;V;2.9;V;1.3;V;1;V;0.2;V;0.4;V;3.3;V;2.7;V;0.5;V;1;V;0;N
28;079;24;20;28079024_20_59;2022;10;1.5;V;1.8;V;3.1;V;4;V;3.2;V;3.5;V;2.9;V;3.2;V;0.6;V;2.7;V;1.7;V;1.4;V;3.3;V;3.8;V;3.1;V;1.6;V;2.1;V;3.4;V;3.6;V;1.2;V;1;V;1.1;V;0.5;V;1.5;V;1.9;V;4.5;V;3.4;V;4.1;V;2.6;V;1.8;V;2;V
28;079;24;20;28079024_20_59;2022;11;2.2;V;2.5;V;1.8;V;0.8;V;2;V;2.1;V;3.1;V;4.6;V;1.2;V;4.1;V;1.9;V;0.9;V;1;V;2.5;V;0.3;V;0.3;V;0.2;V;0.2;V;0.1;V;0.2;V;0.1;V;0.2;V;0.3;V;1;V;0.6;V;2.9;V;2.5;V;0.2;V;4.3;V;4.9;V;0;N
28;079;24;20;28079024_20_59;2022;12;1.7;V;1.6;V;4.5;V;2.7;V;2.7;V;2.1;V;5.5;V;2.5;V;1.9;V;0.6;V;0.7;V;0.5;V;0.4;N;2.9;V;0.6;V;3;V;2.4;V;1;V;2.5;V;3.4;V;1;V;0.3;V;0.9;V;1.1;V;1.1;V;1.8;V;4;V;4.4;V;1.1;V;0.5;V;2.2;V
28;079;24;30;28079024_30_59;2022;01;1;V;0.9;V;0.9;V;0.7;V;0.3;V;0.5;V;0.5;V;0.6;V;0.2;V;0.2;V;0.4;V;0.4;V;0.5;V;0.6;V;0.7;V;1.1;V;1.1;V;0.9;V;0.9;V;0.6;V;0.4;V;0.4;V;0.6;V;0.6;V;0.4;V;0.5;V;0.6;V;0.5;V;0.5;V;0.8;V;0.8;V
28;079;24;30;28079024_30_59;2022;02;0.2;V;0.4;V;0.7;V;0.7;V;0.4;V;0.3;V;0.6;V;0.3;V;0.5;V;0.7;N;0.6;V;0.5;V;0.4;V;0.2;V;0.3;V;0.3;V;0.4;V;0.8;V;0.3;V;0.5;V;0.6;V;0.1;N;0.5;V;0.7;V;0.4;V;0.3;V;0.3;V;0.5;V;0;N;0;N;0;N
28;079;24;30;28079024_30_59;2022;03;0.5;V;0.2;V;0.5;V;0.3;V;0.3;V;0.2;V;0.1;N;0;N;0;N;0.3;N;0.3;V;0.3;V;0.3;V;0.3;V;0.4;V;0.4;V;0.3;V;0.3;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.3;V;0.3;V;0.4;V;0.3;V;0.3;V;0.2;V
28;079;24;30;28079024_30_59;2022;04;0.3;V;0.2;V;0.2;V;0.3;V;0.3;V;0.3;V;0.2;V;0.2;V;0.1;V;0.2;V;0.2;V;0.2;V;0.3;V;0.2;V;0.2;V;0.2;N;0;N;0.2;N;0.2;V;0.1;V;0.2;V;0.2;V;0.1;V;0.2;V;0.2;V;0.3;V;0.2;V;0.3;V;0.2;V;0.3;V;0;N
28;079;24;30;28079024_30_59;2022;05;0.2;V;0.1;V;0.1;V;0.1;V;0.2;V;0.1;V;0.1;V;0.1;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.1;V;0.1;V;0.1;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.2;V;0.1;V;0.2;V
28;079;24;30;28079024_30_59;2022;06;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.2;V;0.1;V;0.2;V;0.3;V;0.2;V;0.2;V;0.2;V;0.2;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.2;V;0.1;V;0;N
28;079;24;30;28079024_30_59;2022;07;0.1;V;0.1;V;0.1;V;0.1;V;0.2;V;0.1;V;0.1;V;0.1;V;0.2;V;0.1;V;0.1;V;0.2;V;0.3;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.1;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.1;V;0.2;V;0.1;V;0.2;V;0.2;V;0.1;V;0.2;V
28;079;24;30;28079024_30_59;2022;08;0.1;V;0.1;V;0.1;V;0.1;V;0.2;V;0.1;V;0.1;V;0.2;V;0.2;V;0.1;V;0.1;V;0.2;V;0.2;V;0.1;V;0.1;V;0.4;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.2;V;0.2;V;0.3;V;0.3;V;0.1;V;0.1;V;0.1;V;0.2;V;0.2;V;0.1;V
28;079;24;30;28079024_30_59;2022;09;0.2;V;0.1;V;0.1;V;0.1;V;0.2;V;0.2;V;0.1;V;0.1;V;0.1;V;0.2;V;0.3;V;0.3;V;0.1;V;0.1;V;0.1;V;0.2;V;0.1;V;0.2;V;0.2;V;0.2;V;0.3;V;0.3;V;0.2;V;0.2;V;0.1;V;0.1;V;0.2;V;0.2;V;0.1;V;0.2;V;0;N
28;079;24;30;28079024_30_59;2022;10;0.3;V;0.4;V;0.4;V;0.5;V;0.5;V;0.5;V;0.3;V;0.3;V;0.2;V;0.3;V;0.2;V;0.2;V;0.3;V;0.4;V;0.4;V;0.3;V;0.3;V;0.3;V;0.4;V;0.2;N;0.1;V;0.2;V;0.1;V;0.2;V;0.3;V;0.6;V;0.4;V;0.5;V;0.3;V;0.4;V;0.4;V
28;079;24;30;28079024_30_59;2022;11;0.4;V;0.3;V;0.3;V;0.2;V;0.5;V;0.7;V;0.7;V;0.6;V;0.3;V;0.7;V;0.3;V;0.2;V;0.4;V;0.6;V;0.1;V;0.2;V;0.1;V;0.2;V;0.2;V;0.2;V;0.1;V;0.2;V;0.1;V;0.2;V;0.2;V;0.8;V;0.9;V;0.2;V;0.6;V;0.8;V;0;N
28;079;24;30;28079024_30_59;2022;12;0.4;V;0.5;V;1;V;0.9;V;0.6;V;0.6;V;1.2;V;0.6;V;0.6;V;0.6;V;0.5;V;0.3;V;0.2;V;0.5;V;0.4;V;0.8;V;0.7;V;0.5;V;0.7;V;0.7;V;0.3;V;0.2;V;0.3;V;0.4;V;0.5;V;0.7;V;0.9;V;0.8;V;0.2;V;0.2;V;0.6;V
28;079;24;35;28079024_35_59;2022;01;0.2;V;0.2;V;0.3;V;0.2;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.2;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.3;V;0.2;V;0.3;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;N
28;079;24;35;28079024_35_59;2022;02;0.1;V;0.1;V;0.3;V;0.3;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.2;V;0.2;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.3;V;0.3;V;0.1;V;0.1;V;0.1;V;0.1;V;0.2;V;0.3;V;0.1;V;0.1;V;0.1;V;0.1;V;0;N;0;N;0;N
28;079;24;35;28079024_35_59;2022;03;0.1;V;0.1;V;0.2;V;0.1;V;0.1;V;0.1;V;0.1;N;0;N;0;N;0.2;N;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V
28;079;24;35;28079024_35_59;2022;04;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;N;0;N;0.1;N;0.1;V;0.1;V;0.1;V;0.2;V;0.1;V;0.1;V;0.1;V;0.1;V;0.2;V;0.2;V;0.1;V;0.2;V;0;N
28;079;24;35;28079024_35_59;2022;05;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.2;V;0.2;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.2;V
28;079;24;35;28079024_35_59;2022;06;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.3;V;0.2;V;0.2;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.2;V;0.1;V;0;N
28;079;24;35;28079024_35_59;2022;07;0.1;V;0.1;V;0.1;V;0.1;V;0.2;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.2;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V
28;079;24;35;28079024_35_59;2022;08;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.2;V;0.2;V;0.2;V;0.4;V;0.1;V;0.2;V;0.2;V;0.2;V;0.2;V;0.1;V
28;079;24;35;28079024_35_59;2022;09;0.2;V;0.1;V;0.1;V;0.1;V;0.2;V;0.2;V;0.1;V;0.1;V;0.1;V;0.1;V;0.2;V;0.3;V;0.2;V;0.2;V;0.1;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.3;V;0.2;V;0.2;V;0.2;V;0.1;V;0.1;V;0.2;V;0.1;V;0.1;V;0.1;V;0;N
28;079;24;35;28079024_35_59;2022;10;0.1;V;0.1;V;0.2;V;0.3;V;0.2;V;0.3;V;0.2;V;0.2;V;0.1;V;0.3;V;0.2;V;0.1;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.3;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.2;V;0.5;V;0.3;V;0.3;V;0.1;V;0.1;V;0.2;V
28;079;24;35;28079024_35_59;2022;11;0.2;V;0.2;V;0.2;V;0.1;V;0.1;V;0.1;V;0.2;V;0.3;N;0.1;V;0.3;V;0.1;V;0.1;V;0.1;V;0.2;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.2;V;0.2;V;0.1;V;0.3;V;0.3;V;0;N
28;079;24;35;28079024_35_59;2022;12;0.1;V;0.2;V;0.2;V;0.2;V;0.2;V;0.1;V;0.9;N;0.4;V;0.6;V;0.1;V;0.1;V;0.1;N;0.2;V;1.7;N;0.1;V;1;V;0.5;V;0.1;V;0.2;V;0.2;N;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.3;V;0.2;V;0.1;V;0.1;V;0.1;V
28;079;27;7;28079027_7_8;2022;01;24;V;35;V;47;V;33;V;4;V;9;V;29;V;28;V;13;V;16;V;29;V;26;V;25;V;20;V;15;V;19;V;30;V;41;V;56;V;34;V;11;V;12;V;6;V;12;V;11;V;19;V;27;V;23;V;21;V;20;V;42;V
28;079;27;7;28079027_7_8;2022;02;3;V;48;V;49;V;37;V;7;V;11;V;18;V;15;V;21;V;40;V;49;V;11;V;10;V;2;V;21;V;28;V;48;V;25;V;4;V;8;V;16;V;12;V;18;V;16;V;8;V;4;V;5;V;23;V;0;N;0;N;0;N
28;079;27;7;28079027_7_8;2022;03;17;V;5;V;20;V;3;V;4;V;1;V;5;V;5;V;13;V;11;V;3;V;7;V;2;V;8;V;8;V;6;V;2;V;2;N;2;V;1;V;4;V;2;V;2;V;4;V;3;V;3;V;2;V;11;V;5;V;6;V;10;V
28;079;27;7;28079027_7_8;2022;04;3;V;3;V;2;V;2;V;4;V;5;V;13;V;6;V;5;V;5;V;8;V;5;V;13;V;5;V;7;V;8;V;8;V;6;V;9;V;4;V;7;V;4;V;3;V;3;V;9;V;8;V;6;V;11;V;8;V;6;V;0;N
28;079;27;7;28079027_7_8;2022;05;6;V;3;V;5;V;5;V;8;V;6;V;2;V;4;V;8;V;5;V;6;V;7;V;6;V;7;V;3;V;6;V;10;V;7;V;7;V;8;V;3;V;3;V;5;V;4;V;3;V;4;V;6;V;4;V;5;V;2;V;7;V
28;079;27;7;28079027_7_8;2022;06;6;V;7;V;4;V;5;V;5;V;9;V;8;V;9;V;5;V;6;V;4;V;2;V;6;V;7;V;6;V;4;V;4;V;4;V;1;V;4;V;9;V;2;V;2;V;5;V;2;V;4;V;3;V;4;V;10;V;5;V;0;N
28;079;27;7;28079027_7_8;2022;07;2;V;2;V;1;V;6;V;6;V;2;V;3;V;4;V;4;V;6;V;10;V;3;V;12;V;6;V;3;V;7;N;2;V;4;V;2;V;5;V;3;V;4;V;4;V;5;V;5;V;7;V;2;V;8;V;6;V;1;V;5;V
28;079;27;7;28079027_7_8;2022;08;6;V;5;V;8;V;7;V;6;V;3;V;2;V;11;V;9;V;4;V;3;V;8;V;23;V;5;V;7;V;3;V;3;V;3;V;4;V;5;V;7;V;4;V;6;V;7;V;6;V;3;V;3;V;5;V;3;V;6;V;3;V
28;079;27;7;28079027_7_8;2022;09;16;V;10;V;5;V;4;V;9;V;8;V;11;V;7;V;6;V;7;V;16;V;9;V;4;V;5;V;8;V;13;V;4;V;4;V;4;V;8;V;8;V;9;V;9;V;9;V;3;V;4;V;17;V;11;V;2;V;4;V;0;N
28;079;27;7;28079027_7_8;2022;10;12;V;5;V;15;V;50;V;19;V;7;V;12;V;7;V;5;V;7;V;8;V;7;V;14;V;26;V;9;V;7;V;9;V;19;V;30;V;4;V;3;V;2;V;2;V;19;V;17;V;34;V;18;V;16;V;7;V;11;V;13;V
28;079;27;7;28079027_7_8;2022;11;7;V;25;V;12;V;12;V;25;V;19;V;33;V;29;V;7;V;23;V;12;V;5;V;17;V;22;V;2;V;2;V;2;V;2;V;1;V;2;V;1;V;2;V;2;V;7;V;5;V;20;V;24;V;18;V;53;V;47;V;0;N
28;079;27;7;28079027_7_8;2022;12;11;V;25;V;19;V;11;V;19;V;22;V;42;V;4;V;12;V;2;V;3;V;9;V;7;V;7;V;4;V;21;V;13;V;14;V;19;V;39;V;10;V;3;V;2;V;13;V;7;V;27;V;39;V;27;V;7;V;2;V;21;V
28;079;27;8;28079027_8_8;2022;01;43;V;46;V;49;V;34;V;22;V;35;V;41;V;55;V;24;V;31;V;37;V;41;V;42;V;40;V;42;V;47;V;51;V;57;V;61;V;49;V;29;V;42;V;31;V;35;V;41;V;44;V;44;V;50;V;50;V;49;V;51;V
28;079;27;8;28079027_8_8;2022;02;13;V;53;V;64;V;60;V;24;V;35;V;41;V;42;V;46;V;70;V;57;V;41;V;30;V;13;V;43;V;47;V;58;V;47;V;13;V;32;V;43;V;35;V;49;V;46;V;32;V;24;V;25;V;47;V;0;N;0;N;0;N
28;079;27;8;28079027_8_8;2022;03;45;V;23;V;52;V;15;V;17;V;10;V;22;V;26;V;43;V;37;V;31;V;21;V;15;V;30;V;33;V;25;V;6;V;8;N;15;V;14;V;27;V;17;V;19;V;20;V;15;V;18;V;19;V;28;V;27;V;22;V;30;V
28;079;27;8;28079027_8_8;2022;04;16;V;18;V;13;V;12;V;24;V;25;V;29;V;18;V;17;V;18;V;19;V;23;V;25;V;17;V;24;V;30;V;30;V;21;V;24;V;17;V;24;V;21;V;9;V;15;V;32;V;30;V;32;V;34;V;26;V;34;V;0;N
28;079;27;8;28079027_8_8;2022;05;25;V;17;V;15;V;18;V;23;V;20;V;14;V;21;V;37;V;33;V;32;V;30;V;31;V;29;V;15;V;20;V;28;V;31;V;28;V;29;V;23;V;16;V;18;V;17;V;13;V;14;V;18;V;23;V;24;V;10;V;27;V
28;079;27;8;28079027_8_8;2022;06;20;V;22;V;21;V;20;V;15;V;28;V;24;V;27;V;14;V;28;V;24;V;24;V;28;V;36;V;31;V;24;V;23;V;24;V;5;V;14;V;23;V;10;V;11;V;14;V;13;V;16;V;15;V;21;V;39;V;21;V;0;N
28;079;27;8;28079027_8_8;2022;07;17;V;14;V;10;V;30;V;32;V;15;V;14;V;21;V;31;V;27;V;39;V;29;V;45;V;33;V;32;V;5;N;27;V;25;V;15;V;35;V;31;V;25;V;31;V;33;V;27;V;24;V;14;V;25;V;30;V;11;V;29;V
28;079;27;8;28079027_8_8;2022;08;35;V;31;V;40;V;35;V;33;V;28;V;19;V;42;V;35;V;22;V;20;V;31;V;30;V;20;V;28;V;17;V;17;V;12;V;19;V;32;V;34;V;16;V;24;V;28;V;28;V;14;V;19;V;24;V;16;V;33;V;16;V
28;079;27;8;28079027_8_8;2022;09;44;V;29;V;20;V;20;V;28;V;21;V;26;V;21;V;25;V;31;V;39;V;29;V;15;V;18;V;32;V;31;V;25;V;26;V;23;V;32;V;41;V;38;V;29;V;25;V;8;V;16;V;37;V;28;V;16;V;25;V;0;N
28;079;27;8;28079027_8_8;2022;10;39;V;42;V;62;V;73;V;58;V;41;V;43;V;34;V;32;V;39;V;29;V;30;V;52;V;58;V;40;V;38;V;41;V;45;V;39;V;28;V;26;V;18;V;20;V;47;V;40;V;54;V;42;V;47;V;43;V;39;V;40;V
28;079;27;8;28079027_8_8;2022;11;33;V;42;V;31;V;35;V;47;V;43;V;52;V;55;V;30;V;40;V;37;V;28;V;37;V;33;V;21;V;17;V;15;V;16;V;10;V;22;V;11;V;16;V;17;V;29;V;30;V;44;V;45;V;42;V;64;V;60;V;0;N
28;079;27;8;28079027_8_8;2022;12;31;V;48;V;44;V;38;V;41;V;41;V;45;V;31;V;48;V;24;V;28;V;31;V;32;V;38;V;28;V;48;V;38;V;37;V;41;V;48;V;29;V;26;V;30;V;38;V;27;V;44;V;47;V;45;V;33;V;22;V;43;V
28;079;27;12;28079027_12_8;2022;01;80;V;100;V;121;V;84;V;28;V;49;V;85;V;98;V;44;V;56;V;81;V;81;V;81;V;70;V;66;V;76;V;98;V;121;V;147;V;101;V;46;V;60;V;41;V;53;V;58;V;73;V;85;V;86;V;82;V;79;V;115;V
28;079;27;12;28079027_12_8;2022;02;18;V;127;V;140;V;117;V;34;V;52;V;68;V;65;V;78;V;131;V;133;V;57;V;44;V;17;V;76;V;90;V;131;V;85;V;19;V;45;V;68;V;54;V;77;V;71;V;45;V;30;V;33;V;83;V;0;N;0;N;0;N
28;079;27;12;28079027_12_8;2022;03;72;V;31;V;83;V;19;V;23;V;12;V;29;V;34;V;63;V;54;V;36;V;31;V;17;V;43;V;46;V;35;V;9;V;11;N;18;V;16;V;33;V;20;V;23;V;26;V;19;V;23;V;22;V;45;V;35;V;30;V;46;V
28;079;27;12;28079027_12_8;2022;04;21;V;23;V;16;V;16;V;30;V;33;V;49;V;27;V;24;V;25;V;31;V;30;V;45;V;25;V;34;V;42;V;41;V;31;V;38;V;24;V;35;V;26;V;13;V;19;V;45;V;42;V;41;V;51;V;37;V;43;V;0;N
